"tijd","vlaanderen_zon_kwh","vlaanderen_wind_kwh","elia_zon_kwh","elia_wind_kwh"
"2026-03-06 16:00:00+00","1572739","85080","346419.75","9250"
"2026-03-06 15:00:00+00","2762564","91319","1002886.75","3800"
"2026-03-06 14:00:00+00","3852468","95506","1965405.5","1525"
"2026-03-06 13:00:00+00","4312447","101744","2975808","1150"
"2026-03-06 12:00:00+00","4331363","97338","3289484","825"
"2026-03-06 11:00:00+00","4150183","99317","3453321","2450"
"2026-03-06 10:00:00+00","3507012","115762","3192722.25","5450"
"2026-03-06 09:00:00+00","2307904","154651","2722039.5","9900"
"2026-03-06 08:00:00+00","856314","160656","1867259","38250"
"2026-03-06 07:00:00+00","86765","160519","810065.25","68600"
"2026-03-06 06:00:00+00","0","220741","87296.75","39950"
"2026-03-06 05:00:00+00","0","271479","0","142075"
"2026-03-06 04:00:00+00","0","298110","0","123400"
"2026-03-06 03:00:00+00","0","335653","0","36475"
"2026-03-06 02:00:00+00","0","378101","0","185025"
"2026-03-06 01:00:00+00","0","409802","0","92250"
"2026-03-06 00:00:00+00","0","455804","0","145625"
"2026-03-05 23:00:00+00","0","478440","0","98050"
"2026-03-05 22:00:00+00","0","484359","0","169050"
"2026-03-05 21:00:00+00","0","522861","0","122425"
"2026-03-05 20:00:00+00","0","554067","0","229125"
"2026-03-05 19:00:00+00","0","439214","0","151775"
"2026-03-05 18:00:00+00","103276","253572","0","194750"
"2026-03-05 17:00:00+00","979154","152029","37670.75","129250"
"2026-03-05 16:00:00+00","2437618","160105","701155.5","53550"
"2026-03-05 15:00:00+00","3596407","176489","2003940.25","47150"
"2026-03-05 14:00:00+00","4377694","150869","3473081.75","70875"
"2026-03-05 13:00:00+00","4659264","120949","4346110.75","64500"
"2026-03-05 12:00:00+00","4645055","133932","4780620.5","43125"
"2026-03-05 11:00:00+00","4380562","164623","4863502.25","35000"
"2026-03-05 10:00:00+00","3685719","245115","4416455.25","60075"
"2026-03-05 09:00:00+00","2479249","455578","3683405.25","123775"
"2026-03-05 08:00:00+00","939547","636742","2537144.25","162450"
"2026-03-05 07:00:00+00","94605","670428","1082807.25","308925"
"2026-03-05 06:00:00+00","0","705034","105687.25","65125"
"2026-03-05 05:00:00+00","0","719542","0","419525"
"2026-03-05 04:00:00+00","0","680853","0","151625"
"2026-03-05 03:00:00+00","0","713451","0","231025"
"2026-03-05 02:00:00+00","0","722518","0","314925"
"2026-03-05 01:00:00+00","0","696855","0","149150"
"2026-03-05 00:00:00+00","0","748913","0","237550"
"2026-03-04 23:00:00+00","0","757428","0","323375"
"2026-03-04 22:00:00+00","0","722001","0","155625"
"2026-03-04 21:00:00+00","0","656250","0","154450"
"2026-03-04 20:00:00+00","0","526942","0","146250"
"2026-03-04 19:00:00+00","0","376108","0","197950"
"2026-03-04 18:00:00+00","86329","195182","0","208700"
"2026-03-04 17:00:00+00","886306","111015","31035","73325"
"2026-03-04 16:00:00+00","2273015","94375","613677.5","30050"
"2026-03-04 15:00:00+00","3428970","93610","1769687.5","8575"
"2026-03-04 14:00:00+00","4223112","96183","3175740.25","2950"
"2026-03-04 13:00:00+00","4507317","100304","4067671","1475"
"2026-03-04 12:00:00+00","4489647","102776","4511588.75","1150"
"2026-03-04 11:00:00+00","4235718","100649","4774237.25","1375"
"2026-03-04 10:00:00+00","3517527","100477","4279234","1725"
"2026-03-04 09:00:00+00","2295199","135990","2985297","6475"
"2026-03-04 08:00:00+00","820142","171393","1638373.5","9000"
"2026-03-04 07:00:00+00","76616","220725","738440.5","32150"
"2026-03-04 06:00:00+00","0","237603","65433.75","92400"
"2026-03-04 05:00:00+00","0","242024","0","46850"
"2026-03-04 04:00:00+00","0","231483","0","47950"
"2026-03-04 03:00:00+00","0","247400","0","121250"
"2026-03-04 02:00:00+00","0","260182","0","104750"
"2026-03-04 01:00:00+00","0","286301","0","29450"
"2026-03-04 00:00:00+00","0","262089","0","111050"
"2026-03-03 23:00:00+00","0","255840","0","130550"
"2026-03-03 22:00:00+00","0","247009","0","31100"
"2026-03-03 21:00:00+00","0","259360","0","32100"
"2026-03-03 20:00:00+00","0","240691","0","32300"
"2026-03-03 19:00:00+00","0","185895","0","123850"
"2026-03-03 18:00:00+00","83060","171540","0","65300"
"2026-03-03 17:00:00+00","901306","134948","30106.75","30425"
"2026-03-03 16:00:00+00","2332769","124627","650674.5","20325"
"2026-03-03 15:00:00+00","3484354","109147","1901959.25","9575"
"2026-03-03 14:00:00+00","4237449","107654","3377753.25","4850"
"2026-03-03 13:00:00+00","4485152","108971","4243452.5","2350"
"2026-03-03 12:00:00+00","4467885","105128","4650215.5","225"
"2026-03-03 11:00:00+00","4222423","94006","4692469.75","675"
"2026-03-03 10:00:00+00","3527123","90868","4220358.25","2250"
"2026-03-03 09:00:00+00","2307184","138637","3406487.25","7525"
"2026-03-03 08:00:00+00","788068","204797","2325966.75","47975"
"2026-03-03 07:00:00+00","69493","265563","957569.5","56425"
"2026-03-03 06:00:00+00","0","296027","73761","45900"
"2026-03-03 05:00:00+00","0","327690","0","96950"
"2026-03-03 04:00:00+00","0","381671","0","69325"
"2026-03-03 03:00:00+00","0","444317","0","138450"
"2026-03-03 02:00:00+00","0","474537","0","94600"
"2026-03-03 01:00:00+00","0","531310","0","40850"
"2026-03-03 00:00:00+00","0","554727","0","264300"
"2026-03-02 23:00:00+00","0","589852","0","284200"
"2026-03-02 22:00:00+00","0","579724","0","218975"
"2026-03-02 21:00:00+00","0","537225","0","301500"
"2026-03-02 20:00:00+00","0","501266","0","283525"
"2026-03-02 19:00:00+00","0","393451","0","62900"
"2026-03-02 18:00:00+00","82835","292437","0","191600"
"2026-03-02 17:00:00+00","911895","257159","26855.75","182825"
"2026-03-02 16:00:00+00","2373599","325203","671399","40100"
"2026-03-02 15:00:00+00","3545422","399915","1971840.25","76800"
"2026-03-02 14:00:00+00","4321040","430326","3506497","89825"
"2026-03-02 13:00:00+00","4575747","428092","4370808","202775"
"2026-03-02 12:00:00+00","4542344","449173","4798047","153675"
"2026-03-02 11:00:00+00","4262368","415285","4809480.75","160100"
"2026-03-02 10:00:00+00","3548515","450076","4265028","162200"
"2026-03-02 09:00:00+00","2299031","620514","3494109.75","140275"
"2026-03-02 08:00:00+00","756474","902280","2334407.5","474425"
"2026-03-02 07:00:00+00","60031","964387","924480.25","89000"
"2026-03-02 06:00:00+00","0","898013","63012.75","227250"
"2026-03-02 05:00:00+00","0","814587","0","333725"
"2026-03-02 04:00:00+00","0","813462","0","310950"
"2026-03-02 03:00:00+00","0","753471","0","295625"
"2026-03-02 02:00:00+00","0","713448","0","277400"
"2026-03-02 01:00:00+00","0","716762","0","173725"
"2026-03-02 00:00:00+00","0","726318","0","169025"
"2026-03-01 23:00:00+00","0","774951","0","262850"
"2026-03-01 22:00:00+00","0","742122","0","281025"
"2026-03-01 21:00:00+00","0","825242","0","293300"
"2026-03-01 20:00:00+00","0","858702","0","201625"
"2026-03-01 19:00:00+00","0","877700","0","339350"
"2026-03-01 18:00:00+00","16211","874697","0","324875"
"2026-03-01 17:00:00+00","192678","960922","8289.75","328500"
"2026-03-01 16:00:00+00","424170","1036070","226521.75","227150"
"2026-03-01 15:00:00+00","767682","1062664","729927.75","394400"
"2026-03-01 14:00:00+00","1493891","1119400","1214909.5","600200"
"2026-03-01 13:00:00+00","2488430","1288388","1582444.25","858275"
"2026-03-01 12:00:00+00","3517185","1037401","2475127.75","317175"
"2026-03-01 11:00:00+00","3963819","775001","3581694.75","457000"
"2026-03-01 10:00:00+00","3336588","780709","3643900.75","398175"
"2026-03-01 09:00:00+00","1994214","884520","3092687.25","342925"
"2026-03-01 08:00:00+00","622181","1030401","1782434","507900"
"2026-03-01 07:00:00+00","47434","1063150","643726","403275"
"2026-03-01 06:00:00+00","0","944274","40700.75","236550"
"2026-03-01 05:00:00+00","0","732327","0","430000"
"2026-03-01 04:00:00+00","0","648619","0","358275"
"2026-03-01 03:00:00+00","0","641420","0","72475"
"2026-03-01 02:00:00+00","0","660586","0","247775"
"2026-03-01 01:00:00+00","0","724165","0","261350"
"2026-03-01 00:00:00+00","0","752442","0","275350"
"2026-02-28 23:00:00+00","0","787477","0","282650"
"2026-02-28 22:00:00+00","0","785021","0","298525"
"2026-02-28 21:00:00+00","0","696415","0","197750"
"2026-02-28 20:00:00+00","0","588241","0","507100"
"2026-02-28 19:00:00+00","0","612139","0","186600"
"2026-02-28 18:00:00+00","58942","736520","0","195550"
"2026-02-28 17:00:00+00","471482","1115312","6754","532875"
"2026-02-28 16:00:00+00","760334","1464067","150283.75","563450"
"2026-02-28 15:00:00+00","838312","1737303","401647","731275"
"2026-02-28 14:00:00+00","974410","1804144","568222","500675"
"2026-02-28 13:00:00+00","1185612","1812958","599645.75","871475"
"2026-02-28 12:00:00+00","1215131","1742488","866623","891550"
"2026-02-28 11:00:00+00","1211920","1729417","851451.75","194875"
"2026-02-28 10:00:00+00","1213083","1746773","822143.5","547375"
"2026-02-28 09:00:00+00","919538","1572224","816340.75","513725"
"2026-02-28 08:00:00+00","332762","1430088","566114.75","455525"
"2026-02-28 07:00:00+00","23486","1375764","232008","654400"
"2026-02-28 06:00:00+00","0","1181559","13748.25","599250"
"2026-02-28 05:00:00+00","0","1142520","0","133375"
"2026-02-28 04:00:00+00","0","1017484","0","529325"
"2026-02-28 03:00:00+00","0","1001254","0","310750"
"2026-02-28 02:00:00+00","0","1012893","0","474325"
"2026-02-28 01:00:00+00","0","1041556","0","464100"
"2026-02-28 00:00:00+00","0","1012706","0","649875"
"2026-02-27 23:00:00+00","0","1079361","0","464425"
"2026-02-27 22:00:00+00","0","933798","0","473350"
"2026-02-27 21:00:00+00","0","792595","0","842475"
"2026-02-27 20:00:00+00","0","867212","0","429550"
"2026-02-27 19:00:00+00","0","965705","0","234375"
"2026-02-27 18:00:00+00","1715","991573","0","247850"
"2026-02-27 17:00:00+00","127330","885372","2649.75","232700"
"2026-02-27 16:00:00+00","492754","887270","113723.75","357425"
"2026-02-27 15:00:00+00","1099583","873234","386222.75","605250"
"2026-02-27 14:00:00+00","1906528","870530","833926.75","92700"
"2026-02-27 13:00:00+00","2406746","862502","1355071.5","372075"
"2026-02-27 12:00:00+00","2215083","829714","2108754.25","237925"
"2026-02-27 11:00:00+00","2157866","864701","2219328.5","384550"
"2026-02-27 10:00:00+00","2239557","821560","2335972.5","491250"
"2026-02-27 09:00:00+00","1770437","857439","2195647.75","344650"
"2026-02-27 08:00:00+00","613792","1005398","1702364.5","252800"
"2026-02-27 07:00:00+00","37991","1182436","644011","445750"
"2026-02-27 06:00:00+00","0","1097091","31068.25","681025"
"2026-02-27 05:00:00+00","0","994621","0","469175"
"2026-02-27 04:00:00+00","0","959461","0","268950"
"2026-02-27 03:00:00+00","0","985768","0","405125"
"2026-02-27 02:00:00+00","0","1136595","0","424150"
"2026-02-27 01:00:00+00","0","1178878","0","286350"
"2026-02-27 00:00:00+00","0","1095202","0","301575"
"2026-02-26 23:00:00+00","0","1084111","0","497775"
"2026-02-26 22:00:00+00","0","1034769","0","693975"
"2026-02-26 21:00:00+00","0","857891","0","114375"
"2026-02-26 20:00:00+00","0","770678","0","95300"
"2026-02-26 19:00:00+00","0","747459","0","452225"
"2026-02-26 18:00:00+00","49381","826425","0","322775"
"2026-02-26 17:00:00+00","712720","797101","9488","630900"
"2026-02-26 16:00:00+00","2058281","808506","478466","257875"
"2026-02-26 15:00:00+00","3100834","769951","1517325","413825"
"2026-02-26 14:00:00+00","3920911","566041","2699340.5","368100"
"2026-02-26 13:00:00+00","4272099","450211","3633417.75","184475"
"2026-02-26 12:00:00+00","4243971","294249","4159439","302000"
"2026-02-26 11:00:00+00","3979958","191053","4136174.5","145125"
"2026-02-26 10:00:00+00","3287039","273582","3767906.25","120750"
"2026-02-26 09:00:00+00","2051654","447008","2860689.5","97025"
"2026-02-26 08:00:00+00","598224","526036","1761915.5","198950"
"2026-02-26 07:00:00+00","27940","490299","662350.75","295900"
"2026-02-26 06:00:00+00","0","504911","23905.5","313625"
"2026-02-26 05:00:00+00","0","668706","0","233050"
"2026-02-26 04:00:00+00","0","777918","0","255250"
"2026-02-26 03:00:00+00","0","859366","0","399575"
"2026-02-26 02:00:00+00","0","911912","0","183700"
"2026-02-26 01:00:00+00","0","822565","0","297550"
"2026-02-26 00:00:00+00","0","759390","0","283675"
"2026-02-25 23:00:00+00","0","748645","0","175300"
"2026-02-25 22:00:00+00","0","803862","0","73175"
"2026-02-25 21:00:00+00","0","812992","0","306450"
"2026-02-25 20:00:00+00","0","717593","0","564325"
"2026-02-25 19:00:00+00","0","582107","0","80750"
"2026-02-25 18:00:00+00","43393","366832","0","241600"
"2026-02-25 17:00:00+00","717337","259022","8730.5","205425"
"2026-02-25 16:00:00+00","2190637","245661","526234.25","72450"
"2026-02-25 15:00:00+00","3370880","275921","1735863","60325"
"2026-02-25 14:00:00+00","4145486","258013","3253380.5","92175"
"2026-02-25 13:00:00+00","4405255","227345","4234201.5","91700"
"2026-02-25 12:00:00+00","4371426","222132","4657662.75","75400"
"2026-02-25 11:00:00+00","4064719","226386","4606766.25","51175"
"2026-02-25 10:00:00+00","3314224","244674","4073854.25","75275"
"2026-02-25 09:00:00+00","2051478","377211","3275184","145850"
"2026-02-25 08:00:00+00","571774","554412","1981272.75","247250"
"2026-02-25 07:00:00+00","25744","566659","624547","55900"
"2026-02-25 06:00:00+00","0","510931","17266.5","294325"
"2026-02-25 05:00:00+00","0","472157","0","127350"
"2026-02-25 04:00:00+00","0","439824","0","111300"
"2026-02-25 03:00:00+00","0","437666","0","166550"
"2026-02-25 02:00:00+00","0","457562","0","314750"
"2026-02-25 01:00:00+00","0","422053","0","120625"
"2026-02-25 00:00:00+00","0","381292","0","175275"
"2026-02-24 23:00:00+00","0","385678","0","167025"
"2026-02-24 22:00:00+00","0","379953","0","107700"
"2026-02-24 21:00:00+00","0","405199","0","163950"
"2026-02-24 20:00:00+00","0","325135","0","48300"
"2026-02-24 19:00:00+00","0","304479","0","183150"
"2026-02-24 18:00:00+00","12578","296663","0","120075"
"2026-02-24 17:00:00+00","199470","172286","2433.25","112925"
"2026-02-24 16:00:00+00","414783","126310","101272.5","43025"
"2026-02-24 15:00:00+00","600134","117202","361804.75","18600"
"2026-02-24 14:00:00+00","769168","116876","639009.75","9500"
"2026-02-24 13:00:00+00","868303","136402","918702","44700"
"2026-02-24 12:00:00+00","867612","146491","1132755.75","28700"
"2026-02-24 11:00:00+00","783202","175453","914239.25","76925"
"2026-02-24 10:00:00+00","573277","195793","656566.75","79200"
"2026-02-24 09:00:00+00","281702","198389","448862","92425"
"2026-02-24 08:00:00+00","55550","195151","242414.25","132150"
"2026-02-24 07:00:00+00","1","187340","84833.25","97050"
"2026-02-24 06:00:00+00","0","231330","3134.5","137750"
"2026-02-24 05:00:00+00","0","299479","0","127975"
"2026-02-24 04:00:00+00","0","370253","0","198175"
"2026-02-24 03:00:00+00","0","400103","0","184375"
"2026-02-24 02:00:00+00","0","386452","0","270300"
"2026-02-24 01:00:00+00","0","349904","0","211700"
"2026-02-24 00:00:00+00","0","311745","0","292650"
"2026-02-23 23:00:00+00","0","369191","0","306725"
"2026-02-23 22:00:00+00","0","623730","0","160525"
"2026-02-23 21:00:00+00","0","975180","0","180250"
"2026-02-23 20:00:00+00","0","1194799","0","384175"
"2026-02-23 19:00:00+00","0","1320809","0","469650"
"2026-02-23 18:00:00+00","6792","1345756","0","747450"
"2026-02-23 17:00:00+00","219220","1424353","2201.25","1083475"
"2026-02-23 16:00:00+00","586849","1493568","152362.75","931125"
"2026-02-23 15:00:00+00","1094711","1554630","516425","728425"
"2026-02-23 14:00:00+00","2039349","1590819","934992.75","803925"
"2026-02-23 13:00:00+00","2670994","1697093","1332506.25","519375"
"2026-02-23 12:00:00+00","2532320","1729983","1926863.25","877575"
"2026-02-23 11:00:00+00","1864459","1721365","2350449","188275"
"2026-02-23 10:00:00+00","961944","1679513","1856160.5","513400"
"2026-02-23 09:00:00+00","343701","1566243","1113104","489225"
"2026-02-23 08:00:00+00","68167","1437822","592226","449925"
"2026-02-23 07:00:00+00","58","1352905","187801","872975"
"2026-02-23 06:00:00+00","0","1326452","4946","572000"
"2026-02-23 05:00:00+00","0","1286357","0","137400"
"2026-02-23 04:00:00+00","0","1209377","0","933600"
"2026-02-23 03:00:00+00","0","1229254","0","138650"
"2026-02-23 02:00:00+00","0","1194119","0","339775"
"2026-02-23 01:00:00+00","0","1196193","0","537775"
"2026-02-23 00:00:00+00","0","1311484","0","722125"
"2026-02-22 23:00:00+00","0","1343836","0","539850"
"2026-02-22 22:00:00+00","0","1307908","0","350650"
"2026-02-22 21:00:00+00","0","1352944","0","144825"
"2026-02-22 20:00:00+00","0","1410425","0","875175"
"2026-02-22 19:00:00+00","0","1443790","0","393050"
"2026-02-22 18:00:00+00","30","1479392","0","631125"
"2026-02-22 17:00:00+00","28180","1485289","388.5","388675"
"2026-02-22 16:00:00+00","136950","1446659","22818.75","403475"
"2026-02-22 15:00:00+00","257470","1521572","88806.75","944775"
"2026-02-22 14:00:00+00","363432","1630736","185254.25","965700"
"2026-02-22 13:00:00+00","412874","1735375","311881.25","1008000"
"2026-02-22 12:00:00+00","359980","1782474","497261.75","473250"
"2026-02-22 11:00:00+00","284819","1799780","359568","492775"
"2026-02-22 10:00:00+00","194622","1781850","273413.75","509200"
"2026-02-22 09:00:00+00","87518","1675761","194462.25","509625"
"2026-02-22 08:00:00+00","12747","1587218","107492.75","804800"
"2026-02-22 07:00:00+00","50","1596977","38882.5","761100"
"2026-02-22 06:00:00+00","0","1524717","1110.5","1002750"
"2026-02-22 05:00:00+00","0","1498562","0","702175"
"2026-02-22 04:00:00+00","0","1482627","0","689000"
"2026-02-22 03:00:00+00","0","1511404","0","686875"
"2026-02-22 02:00:00+00","0","1528836","0","684600"
"2026-02-22 01:00:00+00","0","1475807","0","968725"
"2026-02-22 00:00:00+00","0","1389727","0","687325"
"2026-02-21 23:00:00+00","0","1262308","0","1141600"
"2026-02-21 22:00:00+00","0","1283555","0","141100"
"2026-02-21 21:00:00+00","0","1279305","0","782925"
"2026-02-21 20:00:00+00","0","1307619","0","528475"
"2026-02-21 19:00:00+00","0","1169819","0","318425"
"2026-02-21 18:00:00+00","3952","940248","0","475950"
"2026-02-21 17:00:00+00","187789","904498","961","286050"
"2026-02-21 16:00:00+00","644298","1107261","94006.5","287675"
"2026-02-21 15:00:00+00","1156181","1158233","384820.25","485550"
"2026-02-21 14:00:00+00","1288720","1201555","821309.75","483025"
"2026-02-21 13:00:00+00","1105828","1166385","1141695.5","313100"
"2026-02-21 12:00:00+00","901186","1084097","1267864.75","635075"
"2026-02-21 11:00:00+00","658630","894786","1018475.5","113075"
"2026-02-21 10:00:00+00","361320","739005","649624.25","407025"
"2026-02-21 09:00:00+00","131679","635913","403101","247825"
"2026-02-21 08:00:00+00","20588","595266","185710.75","230650"
"2026-02-21 07:00:00+00","47","718208","56605","213025"
"2026-02-21 06:00:00+00","0","954160","1438","230500"
"2026-02-21 05:00:00+00","0","1204288","0","590425"
"2026-02-21 04:00:00+00","0","1210317","0","299125"
